code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_click,avg_clicks_per_day,max_clicks_day,active_days,sucess,engagement_level,no_engagement_flag,first_activity_day,pre_course_engaged,early_click,early_active_days
BBB,2014B,25629,F,Scotland,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,16.0,2.2857142857142856,4.0,3.0,0,Low,0,-8.0,1.0,11.0,1.0
BBB,2014B,25997,F,London Region,A Level or Equivalent,20-30%,0-35,2,60,N,Withdrawn,13.0,1.8571428571428568,7.0,1.0,0,Low,0,35.0,0.0,0.0,0.0
BBB,2014B,27891,M,Scotland,Lower Than A Level,0-10%,0-35,4,120,Y,Fail,348.0,2.71875,22.0,23.0,0,Low,0,-6.0,1.0,154.0,4.0
BBB,2014B,38941,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,50069,F,Scotland,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,531.0,2.54066985645933,19.0,28.0,0,Medium,0,-9.0,1.0,34.0,2.0
BBB,2014B,52426,F,Scotland,Lower Than A Level,70-80%,35-55,1,60,N,Fail,68.0,2.193548387096774,9.0,5.0,0,Low,0,5.0,0.0,26.0,1.0
BBB,2014B,55968,F,Wales,Lower Than A Level,10-20,0-35,0,120,N,Fail,578.0,2.979381443298969,20.0,47.0,0,Medium,0,-9.0,1.0,172.0,6.0
BBB,2014B,59725,F,Wales,HE Qualification,40-50%,35-55,0,120,N,Distinction,859.0,3.0140350877192983,23.0,71.0,1,Medium,0,-9.0,1.0,120.0,8.0
BBB,2014B,60416,F,East Anglian Region,Lower Than A Level,60-70%,0-35,1,60,N,Pass,4983.0,4.983,47.0,215.0,1,High,0,-9.0,1.0,81.0,13.0
BBB,2014B,60830,F,South Region,HE Qualification,60-70%,0-35,0,120,N,Pass,1365.0,3.3870967741935485,27.0,81.0,1,Medium,0,-9.0,1.0,119.0,5.0
BBB,2014B,63721,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,Y,Distinction,771.0,2.0725806451612905,18.0,67.0,1,Medium,0,-8.0,1.0,84.0,8.0
BBB,2014B,64275,F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,60,Y,Pass,199.0,2.518987341772152,12.0,22.0,1,Low,0,2.0,0.0,57.0,4.0
BBB,2014B,72400,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Distinction,420.0,1.9090909090909087,10.0,36.0,1,Medium,0,-8.0,1.0,7.0,2.0
BBB,2014B,75118,F,North Western Region,Lower Than A Level,0-10%,0-35,0,150,Y,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,76196,F,North Western Region,Lower Than A Level,0-10%,35-55,1,120,Y,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,78255,F,North Region,Lower Than A Level,0-10%,0-35,2,120,N,Fail,321.0,1.9221556886227544,12.0,39.0,0,Low,0,-10.0,1.0,98.0,8.0
BBB,2014B,80001,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,88340,F,Wales,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,187.0,2.2,7.0,23.0,0,Low,0,-4.0,1.0,83.0,6.0
BBB,2014B,89092,F,Wales,Lower Than A Level,50-60%,0-35,2,60,N,Pass,183.0,1.83,14.0,23.0,1,Low,0,1.0,0.0,39.0,4.0
BBB,2014B,89778,M,South East Region,A Level or Equivalent,70-80%,0-35,1,120,N,Distinction,141.0,2.073529411764706,20.0,12.0,1,Low,0,-2.0,1.0,1.0,1.0
BBB,2014B,90361,F,Wales,HE Qualification,20-30%,35-55,0,60,N,Pass,183.0,2.056179775280899,12.0,19.0,1,Low,0,-9.0,1.0,30.0,1.0
BBB,2014B,92274,F,East Anglian Region,Lower Than A Level,60-70%,0-35,2,120,N,Withdrawn,447.0,2.4696132596685083,13.0,26.0,0,Medium,0,-1.0,1.0,160.0,6.0
BBB,2014B,92341,F,North Western Region,Lower Than A Level,40-50%,0-35,2,60,N,Fail,957.0,3.5444444444444443,28.0,54.0,0,Medium,0,-7.0,1.0,278.0,9.0
BBB,2014B,93925,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,97006,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,60,N,Pass,189.0,2.625,14.0,17.0,1,Low,0,-2.0,1.0,4.0,1.0
BBB,2014B,97865,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,3,60,N,Withdrawn,91.0,1.9782608695652173,9.0,13.0,0,Low,0,-7.0,1.0,23.0,4.0
BBB,2014B,99799,F,East Midlands Region,A Level or Equivalent,10-20,0-35,1,120,N,Pass,553.0,2.247967479674797,17.0,52.0,1,Medium,0,-9.0,1.0,52.0,5.0
BBB,2014B,103535,F,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,381.0,2.411392405063291,12.0,30.0,1,Medium,0,-7.0,1.0,15.0,2.0
BBB,2014B,104238,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,107713,F,East Anglian Region,Lower Than A Level,40-50%,0-35,2,150,N,Withdrawn,111.0,2.0943396226415096,8.0,15.0,0,Low,0,-2.0,1.0,21.0,2.0
BBB,2014B,108799,F,Scotland,Post Graduate Qualification,90-100%,35-55,0,75,N,Distinction,472.0,2.5106382978723403,17.0,42.0,1,Medium,0,-1.0,1.0,118.0,5.0
BBB,2014B,115452,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,120,N,Fail,590.0,2.177121771217712,11.0,69.0,0,Medium,0,-9.0,1.0,31.0,5.0
BBB,2014B,117699,F,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,473.0,1.8192307692307688,11.0,57.0,1,Medium,0,-3.0,1.0,46.0,5.0
BBB,2014B,119471,F,East Midlands Region,Lower Than A Level,0-10%,35-55,1,120,N,Fail,592.0,2.062717770034843,30.0,75.0,0,Medium,0,7.0,0.0,29.0,3.0
BBB,2014B,123270,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,145.0,2.7884615384615383,9.0,15.0,0,Low,0,-6.0,1.0,90.0,6.0
BBB,2014B,123462,M,Scotland,HE Qualification,80-90%,0-35,1,120,N,Pass,1001.0,2.3833333333333333,19.0,60.0,1,Medium,0,-9.0,1.0,168.0,11.0
BBB,2014B,125055,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,863.0,2.9965277777777777,20.0,55.0,1,Medium,0,-3.0,1.0,123.0,7.0
BBB,2014B,126608,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,443.0,2.8766233766233764,29.0,33.0,1,Medium,0,-1.0,1.0,98.0,4.0
BBB,2014B,126713,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,291.0,2.0785714285714287,15.0,53.0,1,Low,0,-9.0,1.0,10.0,1.0
BBB,2014B,130013,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,252.0,2.032258064516129,10.0,25.0,1,Low,0,5.0,0.0,4.0,1.0
BBB,2014B,132972,F,London Region,Lower Than A Level,20-30%,0-35,0,240,N,Pass,176.0,2.3157894736842106,11.0,17.0,1,Low,0,-7.0,1.0,27.0,3.0
BBB,2014B,139250,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,518.0,2.6294416243654823,18.0,59.0,1,Medium,0,-9.0,1.0,102.0,7.0
BBB,2014B,140719,F,London Region,HE Qualification,20-30%,0-35,1,240,N,Fail,260.0,1.805555555555556,9.0,32.0,0,Low,0,-7.0,1.0,36.0,5.0
BBB,2014B,148427,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,421.0,1.725409836065574,14.0,66.0,1,Medium,0,-9.0,1.0,58.0,7.0
BBB,2014B,155631,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,1258.0,3.7,50.0,55.0,1,Medium,0,-6.0,1.0,48.0,4.0
BBB,2014B,157276,F,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,3132.0,4.192771084337349,79.0,123.0,1,High,0,-9.0,1.0,558.0,13.0
BBB,2014B,159293,M,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction,799.0,2.097112860892389,17.0,113.0,1,Medium,0,-9.0,1.0,109.0,11.0
BBB,2014B,165904,F,South Region,A Level or Equivalent,30-40%,0-35,1,120,N,Distinction,963.0,2.107221006564552,19.0,98.0,1,Medium,0,-8.0,1.0,152.0,10.0
BBB,2014B,170519,F,South Region,A Level or Equivalent,10-20,0-35,1,120,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,171751,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,320.0,2.1333333333333333,16.0,42.0,1,Low,0,17.0,0.0,0.0,0.0
BBB,2014B,172137,F,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,2095.0,3.6058519793459554,33.0,108.0,1,High,0,-4.0,1.0,207.0,8.0
BBB,2014B,183287,F,Wales,Lower Than A Level,40-50%,0-35,0,90,Y,Withdrawn,162.0,3.951219512195122,22.0,10.0,0,Low,0,-3.0,1.0,50.0,4.0
BBB,2014B,185021,F,East Anglian Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass,101.0,2.2444444444444445,7.0,10.0,1,Low,0,2.0,0.0,18.0,3.0
BBB,2014B,186565,F,East Midlands Region,A Level or Equivalent,10-20,0-35,1,120,N,Fail,609.0,3.3461538461538463,51.0,36.0,0,Medium,0,-4.0,1.0,195.0,8.0
BBB,2014B,187257,F,South Region,HE Qualification,50-60%,35-55,0,60,N,Pass,315.0,2.1,14.0,43.0,1,Low,0,-2.0,1.0,22.0,3.0
BBB,2014B,187601,F,South West Region,A Level or Equivalent,80-90%,35-55,0,135,N,Pass,1964.0,4.665083135391924,62.0,82.0,1,High,0,-9.0,1.0,96.0,4.0
BBB,2014B,189035,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,934.0,2.4196891191709846,19.0,106.0,1,Medium,0,-9.0,1.0,173.0,8.0
BBB,2014B,189986,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,190352,F,North Region,No Formal quals,10-20,0-35,0,60,N,Fail,234.0,1.813953488372093,11.0,38.0,0,Low,0,-9.0,1.0,0.0,0.0
BBB,2014B,190565,F,Wales,Lower Than A Level,20-30%,35-55,0,60,Y,Pass,262.0,2.2782608695652176,20.0,37.0,1,Low,0,-8.0,1.0,47.0,3.0
BBB,2014B,194073,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,200506,F,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,201431,F,Wales,Lower Than A Level,50-60%,35-55,0,120,N,Pass,317.0,2.515873015873016,11.0,38.0,1,Low,0,1.0,0.0,64.0,4.0
BBB,2014B,202394,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,1184.0,2.672686230248307,20.0,89.0,1,Medium,0,-5.0,1.0,60.0,5.0
BBB,2014B,206003,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,1064.0,3.5704697986577183,32.0,55.0,1,Medium,0,-6.0,1.0,41.0,1.0
BBB,2014B,226747,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,616.0,2.8,22.0,42.0,1,Medium,0,-3.0,1.0,92.0,7.0
BBB,2014B,228481,F,London Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,1003.0,2.3995215311004783,16.0,82.0,1,Medium,0,-9.0,1.0,140.0,9.0
BBB,2014B,228784,F,Ireland,Lower Than A Level,10-20,0-35,3,120,N,Pass,594.0,2.20817843866171,11.0,79.0,1,Medium,0,-9.0,1.0,61.0,5.0
BBB,2014B,228824,F,Wales,HE Qualification,20-30%,0-35,0,120,N,Pass,803.0,2.847517730496454,21.0,56.0,1,Medium,0,-3.0,1.0,138.0,5.0
BBB,2014B,231959,F,North Region,Lower Than A Level,20-30%,35-55,2,180,N,Fail,427.0,2.1243781094527363,19.0,33.0,0,Medium,0,-10.0,1.0,26.0,4.0
BBB,2014B,232539,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,672.0,2.140127388535032,20.0,56.0,1,Medium,0,-9.0,1.0,96.0,5.0
BBB,2014B,233095,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,195.0,2.5,12.0,19.0,1,Low,0,0.0,0.0,41.0,2.0
BBB,2014B,233102,F,South East Region,Lower Than A Level,30-40%,0-35,1,240,N,Pass,782.0,2.2732558139534884,15.0,88.0,1,Medium,0,-9.0,1.0,68.0,9.0
BBB,2014B,235097,F,North Western Region,Lower Than A Level,40-50%,0-35,2,120,Y,Withdrawn,1001.0,2.683646112600536,26.0,70.0,0,Medium,0,-9.0,1.0,231.0,12.0
BBB,2014B,235380,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,370.0,2.740740740740741,99.0,23.0,0,Medium,0,1.0,0.0,45.0,5.0
BBB,2014B,235428,M,London Region,Lower Than A Level,20-30%,35-55,1,150,N,Fail,1700.0,2.2666666666666666,20.0,77.0,0,High,0,1.0,0.0,185.0,8.0
BBB,2014B,236161,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,746.0,2.445901639344262,25.0,59.0,1,Medium,0,-9.0,1.0,110.0,7.0
BBB,2014B,238519,M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,303.0,2.02,10.0,48.0,0,Low,0,-9.0,1.0,50.0,9.0
BBB,2014B,242390,F,London Region,Lower Than A Level,10-20,0-35,1,60,N,Fail,137.0,1.8266666666666669,8.0,23.0,0,Low,0,-4.0,1.0,37.0,7.0
BBB,2014B,244064,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,658.0,2.5019011406844105,33.0,54.0,1,Medium,0,2.0,0.0,89.0,5.0
BBB,2014B,247292,F,Wales,Lower Than A Level,40-50%,35-55,0,60,N,Pass,2338.0,3.883720930232558,49.0,148.0,1,High,0,-9.0,1.0,80.0,10.0
BBB,2014B,247513,F,East Midlands Region,HE Qualification,40-50%,35-55,0,60,N,Pass,648.0,2.53125,15.0,57.0,1,Medium,0,-9.0,1.0,82.0,5.0
BBB,2014B,250123,F,South Region,Lower Than A Level,0-10%,0-35,0,120,Y,Distinction,170.0,2.17948717948718,7.0,37.0,1,Low,0,-7.0,1.0,3.0,2.0
BBB,2014B,252652,F,London Region,A Level or Equivalent,50-60%,35-55,2,120,N,Pass,526.0,1.9700374531835203,19.0,48.0,1,Medium,0,-7.0,1.0,33.0,5.0
BBB,2014B,260955,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,120,N,Fail,456.0,2.017699115044248,13.0,47.0,0,Medium,0,-8.0,1.0,59.0,6.0
BBB,2014B,262294,F,North Western Region,Lower Than A Level,0-10%,0-35,3,120,Y,Fail,1063.0,3.567114093959732,37.0,38.0,0,Medium,0,-6.0,1.0,319.0,8.0
BBB,2014B,263098,M,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,264106,F,South Region,Lower Than A Level,90-100%,35-55,0,120,N,Pass,155.0,2.246376811594203,9.0,16.0,1,Low,0,4.0,0.0,14.0,1.0
BBB,2014B,265958,F,North Western Region,Lower Than A Level,10-20,0-35,4,180,N,Fail,413.0,4.049019607843137,20.0,24.0,0,Medium,0,14.0,0.0,79.0,1.0
BBB,2014B,266744,F,South West Region,A Level or Equivalent,30-40%,0-35,1,240,N,Withdrawn,385.0,2.026315789473684,12.0,45.0,0,Medium,0,-10.0,1.0,79.0,7.0
BBB,2014B,268301,M,Scotland,HE Qualification,60-70%,35-55,0,75,N,Distinction,956.0,2.265402843601896,21.0,69.0,1,Medium,0,-6.0,1.0,111.0,7.0
BBB,2014B,270256,F,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,271346,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,2,150,N,Withdrawn,195.0,2.9545454545454546,12.0,19.0,0,Low,0,-10.0,1.0,88.0,9.0
BBB,2014B,271467,F,South West Region,A Level or Equivalent,20-30%,35-55,0,150,N,Fail,156.0,2.1666666666666665,13.0,14.0,0,Low,0,3.0,0.0,43.0,4.0
BBB,2014B,275006,F,London Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,830.0,2.748344370860927,38.0,58.0,0,Medium,0,-9.0,1.0,126.0,9.0
BBB,2014B,275112,F,Wales,No Formal quals,0-10%,35-55,3,120,N,Fail,527.0,4.182539682539683,21.0,29.0,0,Medium,0,1.0,0.0,46.0,3.0
BBB,2014B,279557,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,282161,F,East Anglian Region,Lower Than A Level,50-60%,0-35,3,120,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,282713,F,London Region,HE Qualification,0-10%,35-55,0,60,N,Pass,652.0,2.728033472803347,18.0,62.0,1,Medium,0,-6.0,1.0,41.0,3.0
BBB,2014B,283131,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,386.0,2.205714285714285,15.0,34.0,0,Medium,0,-1.0,1.0,99.0,8.0
BBB,2014B,283564,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,534.0,2.3946188340807173,25.0,58.0,0,Medium,0,-9.0,1.0,184.0,11.0
BBB,2014B,283978,F,South West Region,A Level or Equivalent,20-30%,35-55,5,150,Y,Fail,42.0,2.210526315789474,7.0,4.0,0,Low,0,40.0,0.0,0.0,0.0
BBB,2014B,284589,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,284593,F,Scotland,Post Graduate Qualification,60-70%,35-55,0,120,N,Withdrawn,14.0,1.75,3.0,4.0,0,Low,0,-8.0,1.0,2.0,1.0
BBB,2014B,285567,F,South West Region,Lower Than A Level,40-50%,35-55,0,90,N,Pass,3064.0,2.765342960288809,46.0,130.0,1,High,0,-6.0,1.0,479.0,14.0
BBB,2014B,286914,F,South Region,HE Qualification,40-50%,35-55,0,60,N,Pass,505.0,2.061224489795918,12.0,47.0,1,Medium,0,-1.0,1.0,54.0,5.0
BBB,2014B,287004,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,288717,F,North Western Region,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,288967,M,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,689.0,1.903314917127072,13.0,92.0,1,Medium,0,1.0,0.0,145.0,9.0
BBB,2014B,289108,F,Wales,A Level or Equivalent,30-40%,35-55,1,60,N,Pass,1834.0,2.5614525139664805,30.0,85.0,1,High,0,3.0,0.0,248.0,7.0
BBB,2014B,289993,F,North Region,HE Qualification,10-20,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,290914,M,North Region,A Level or Equivalent,0-10%,0-35,2,120,Y,Distinction,146.0,2.0,11.0,20.0,1,Low,0,-4.0,1.0,1.0,1.0
BBB,2014B,291844,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,722.0,3.0083333333333333,20.0,61.0,1,Medium,0,-9.0,1.0,113.0,10.0
BBB,2014B,291848,F,Wales,HE Qualification,30-40%,35-55,3,120,N,Fail,134.0,1.9420289855072463,13.0,14.0,0,Low,0,-7.0,1.0,9.0,1.0
BBB,2014B,293992,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,451.0,2.652941176470588,28.0,44.0,1,Medium,0,2.0,0.0,47.0,5.0
BBB,2014B,294513,F,Wales,HE Qualification,80-90%,0-35,0,60,N,Distinction,1925.0,3.208333333333333,29.0,114.0,1,High,0,-5.0,1.0,249.0,10.0
BBB,2014B,295728,F,Wales,Lower Than A Level,20-30%,0-35,2,120,N,Fail,296.0,2.8461538461538463,26.0,29.0,0,Low,0,-9.0,1.0,28.0,3.0
BBB,2014B,296232,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,620.0,2.412451361867704,20.0,56.0,1,Medium,0,-5.0,1.0,135.0,8.0
BBB,2014B,297179,F,North Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,3548.0,3.856521739130435,85.0,95.0,0,High,0,-9.0,1.0,291.0,6.0
BBB,2014B,299027,F,Wales,Lower Than A Level,60-70%,35-55,0,120,N,Fail,24.0,1.5,7.0,3.0,0,Low,0,-7.0,1.0,16.0,1.0
BBB,2014B,299485,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,304607,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,238.0,1.6413793103448275,7.0,55.0,0,Low,0,-6.0,1.0,31.0,6.0
BBB,2014B,305307,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,305373,F,London Region,Lower Than A Level,0-10%,0-35,0,150,Y,Fail,320.0,2.5196850393700787,18.0,32.0,0,Low,0,1.0,0.0,32.0,4.0
BBB,2014B,305824,F,South Region,A Level or Equivalent,90-100%,0-35,2,60,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,307386,F,Ireland,HE Qualification,50-60%,0-35,2,180,N,Pass,230.0,2.738095238095238,14.0,33.0,1,Low,0,-8.0,1.0,3.0,2.0
BBB,2014B,308345,F,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,479.0,4.435185185185185,34.0,21.0,0,Medium,0,1.0,0.0,138.0,5.0
BBB,2014B,311599,F,London Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,331.0,2.09493670886076,12.0,43.0,1,Low,0,-9.0,1.0,33.0,5.0
BBB,2014B,311889,F,Wales,HE Qualification,10-20,35-55,0,60,N,Fail,266.0,2.375,12.0,18.0,0,Low,0,-6.0,1.0,105.0,4.0
BBB,2014B,312275,F,London Region,Lower Than A Level,0-10%,35-55,2,60,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,313246,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,183.0,2.6911764705882355,15.0,22.0,1,Low,0,4.0,0.0,56.0,5.0
BBB,2014B,317855,F,East Anglian Region,Lower Than A Level,30-40%,35-55,1,120,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,318500,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,492.0,3.13375796178344,33.0,42.0,0,Medium,0,-4.0,1.0,203.0,8.0
BBB,2014B,318876,F,London Region,A Level or Equivalent,40-50%,35-55,0,150,N,Pass,657.0,2.389090909090909,16.0,49.0,1,Medium,0,-6.0,1.0,18.0,1.0
BBB,2014B,319606,F,Ireland,A Level or Equivalent,30-40%,0-35,3,60,N,Fail,191.0,2.146067415730337,10.0,15.0,0,Low,0,-6.0,1.0,56.0,3.0
BBB,2014B,320363,F,South Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,150.0,2.5,12.0,8.0,0,Low,0,15.0,0.0,0.0,0.0
BBB,2014B,320661,F,North Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,321121,F,West Midlands Region,Lower Than A Level,40-50%,0-35,1,120,N,Pass,339.0,2.1455696202531644,11.0,34.0,1,Low,0,-8.0,1.0,37.0,2.0
BBB,2014B,321142,F,South West Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,321346,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Pass,596.0,2.696832579185521,29.0,37.0,1,Medium,0,1.0,0.0,19.0,3.0
BBB,2014B,322325,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,211.0,2.1752577319587627,10.0,32.0,0,Low,0,-7.0,1.0,61.0,8.0
BBB,2014B,322509,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,950.0,2.311435523114356,22.0,108.0,1,Medium,0,-9.0,1.0,58.0,5.0
BBB,2014B,324907,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass,587.0,2.48728813559322,21.0,52.0,1,Medium,0,-9.0,1.0,123.0,9.0
BBB,2014B,325080,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,1468.0,3.1367521367521367,21.0,95.0,1,High,0,-8.0,1.0,248.0,10.0
BBB,2014B,325308,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,121.0,2.42,13.0,11.0,1,Low,0,-9.0,1.0,9.0,2.0
BBB,2014B,327003,F,South Region,HE Qualification,80-90%,0-35,0,90,N,Distinction,1867.0,4.351981351981352,36.0,89.0,1,High,0,-4.0,1.0,53.0,6.0
BBB,2014B,327641,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,141.0,2.1044776119402986,9.0,16.0,1,Low,0,-7.0,1.0,1.0,1.0
BBB,2014B,331156,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,37.0,1.0277777777777777,2.0,16.0,1,Low,0,-8.0,1.0,11.0,6.0
BBB,2014B,331494,F,West Midlands Region,Lower Than A Level,30-40%,0-35,1,120,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
BBB,2014B,334023,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,338.0,2.380281690140845,17.0,35.0,1,Low,0,-6.0,1.0,1.0,1.0
BBB,2014B,334565,M,Wales,Post Graduate Qualification,80-90%,35-55,1,120,N,Distinction,3816.0,4.457943925233645,35.0,210.0,1,High,0,-5.0,1.0,146.0,12.0
BBB,2014B,334981,F,South Region,A Level or Equivalent,70-80%,35-55,6,120,N,Distinction,221.0,3.3484848484848486,29.0,10.0,1,Low,0,47.0,0.0,0.0,0.0
BBB,2014B,336356,F,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,622.0,2.5702479338842976,24.0,63.0,1,Medium,0,-9.0,1.0,135.0,8.0
